"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2017","145.01","146.87","146.87","144.94","24.90M","-0.91%"
"Jun 19, 2017","146.34","143.66","146.74","143.66","32.54M","2.86%"
"Jun 16, 2017","142.27","143.78","144.50","142.20","50.36M","-1.40%"
"Jun 15, 2017","144.29","143.32","144.48","142.21","32.17M","-0.60%"
"Jun 14, 2017","145.16","147.50","147.50","143.84","31.53M","-0.98%"
"Jun 13, 2017","146.59","147.16","147.45","145.15","34.17M","0.80%"
"Jun 12, 2017","145.42","145.74","146.09","142.51","72.31M","-2.39%"
"Jun 09, 2017","148.98","155.19","155.19","146.02","64.88M","-3.88%"
"Jun 08, 2017","154.99","155.25","155.54","154.40","21.25M","-0.24%"
"Jun 07, 2017","155.37","155.02","155.98","154.48","21.07M","0.60%"
"Jun 06, 2017","154.45","153.90","155.81","153.78","26.62M","0.34%"
"Jun 05, 2017","153.93","154.34","154.45","153.46","25.33M","-0.98%"
"Jun 02, 2017","155.45","153.58","155.45","152.89","27.77M","1.48%"
"Jun 01, 2017","153.18","153.17","153.33","152.22","16.40M","0.27%"
"May 31, 2017","152.76","153.97","154.17","152.38","24.45M","-0.59%"
"May 30, 2017","153.67","153.42","154.43","153.33","20.13M","0.04%"
"May 26, 2017","153.61","154.00","154.24","153.31","21.93M","-0.17%"
"May 25, 2017","153.87","153.73","154.35","153.03","19.24M","0.35%"
"May 24, 2017","153.34","153.84","154.17","152.67","19.22M","-0.30%"
"May 23, 2017","153.80","154.90","154.90","153.31","19.92M","-0.12%"
"May 22, 2017","153.99","154.00","154.58","152.91","22.97M","0.61%"
"May 19, 2017","153.06","153.38","153.98","152.63","26.96M","0.34%"
"May 18, 2017","152.54","151.27","153.34","151.13","33.57M","1.52%"
"May 17, 2017","150.25","153.60","154.57","149.71","50.77M","-3.36%"
"May 16, 2017","155.47","155.94","156.06","154.72","20.05M","-0.15%"
"May 15, 2017","155.70","156.01","156.65","155.05","26.01M","-0.26%"
"May 12, 2017","156.10","154.70","156.42","154.67","32.53M","1.40%"
"May 11, 2017","153.95","152.45","154.07","152.31","27.26M","0.45%"
"May 10, 2017","153.26","153.63","153.94","152.11","25.81M","-0.47%"
"May 09, 2017","153.99","153.87","154.88","153.45","39.13M","0.64%"
"May 08, 2017","153.01","149.03","153.70","149.03","48.75M","2.72%"
"May 05, 2017","148.96","146.76","148.98","146.76","27.33M","1.66%"
"May 04, 2017","146.53","146.52","147.14","145.81","23.37M","-0.36%"
"May 03, 2017","147.06","145.59","147.49","144.27","45.70M","-0.31%"
"May 02, 2017","147.51","147.54","148.09","146.84","45.35M","0.63%"
"May 01, 2017","146.58","145.10","147.20","144.96","33.60M","2.04%"
"Apr 28, 2017","143.65","144.09","144.30","143.27","20.86M","-0.10%"
"Apr 27, 2017","143.79","143.92","144.16","143.31","14.25M","0.08%"
"Apr 26, 2017","143.68","144.47","144.60","143.38","20.04M","-0.59%"
"Apr 25, 2017","144.53","143.91","144.90","143.87","18.87M","0.62%"
"Apr 24, 2017","143.64","143.50","143.95","143.18","17.13M","0.96%"
"Apr 21, 2017","142.27","142.44","142.68","141.85","17.32M","-0.12%"
"Apr 20, 2017","142.44","141.22","142.92","141.16","23.32M","1.25%"
"Apr 19, 2017","140.68","141.88","142.00","140.45","17.33M","-0.37%"
"Apr 18, 2017","141.20","141.41","142.04","141.11","14.70M","-0.44%"
"Apr 17, 2017","141.83","141.48","141.88","140.87","16.58M","0.55%"
"Apr 13, 2017","141.05","141.91","142.38","141.05","17.82M","-0.53%"
"Apr 12, 2017","141.80","141.60","142.15","141.01","20.35M","0.12%"
"Apr 11, 2017","141.63","142.94","143.35","140.06","30.38M","-1.08%"
"Apr 10, 2017","143.17","143.60","143.88","142.90","18.93M","-0.12%"
"Apr 07, 2017","143.34","143.73","144.18","143.27","16.67M","-0.22%"
"Apr 06, 2017","143.66","144.29","144.52","143.45","21.15M","-0.25%"
"Apr 05, 2017","144.02","144.22","145.46","143.81","27.72M","-0.52%"
"Apr 04, 2017","144.77","143.25","144.89","143.17","19.89M","0.74%"
"Apr 03, 2017","143.70","143.71","144.12","143.05","19.99M","0.03%"
"Mar 31, 2017","143.66","143.72","144.27","143.01","19.66M","-0.19%"
"Mar 30, 2017","143.93","144.19","144.50","143.50","21.21M","-0.13%"
"Mar 29, 2017","144.12","143.68","144.49","143.19","29.19M","0.22%"
"Mar 28, 2017","143.80","140.91","144.04","140.62","33.37M","2.07%"
"Mar 27, 2017","140.88","139.39","141.22","138.62","23.58M","0.17%"
"Mar 24, 2017","140.64","141.50","141.74","140.35","22.40M","-0.20%"
"Mar 23, 2017","140.92","141.26","141.58","140.61","20.35M","-0.35%"
"Mar 22, 2017","141.42","139.84","141.60","139.76","25.86M","1.13%"
"Mar 21, 2017","139.84","142.11","142.80","139.73","39.53M","-1.15%"
"Mar 20, 2017","141.46","140.40","141.50","140.23","21.54M","1.05%"
"Mar 17, 2017","139.99","141.00","141.00","139.89","43.88M","-0.50%"
"Mar 16, 2017","140.69","140.72","141.02","140.26","19.23M","0.16%"
"Mar 15, 2017","140.46","139.41","140.75","139.03","25.69M","1.06%"
"Mar 14, 2017","138.99","139.30","139.65","138.84","15.31M","-0.15%"
"Mar 13, 2017","139.20","138.85","139.43","138.82","17.42M","0.04%"
"Mar 10, 2017","139.14","139.25","139.36","138.64","19.61M","0.33%"
"Mar 09, 2017","138.68","138.74","138.79","137.05","22.16M","-0.23%"
"Mar 08, 2017","139.00","138.95","139.80","138.82","18.71M","-0.37%"
"Mar 07, 2017","139.52","139.06","139.98","138.79","17.45M","0.13%"
"Mar 06, 2017","139.34","139.37","139.77","138.60","21.75M","-0.31%"
"Mar 03, 2017","139.78","138.78","139.83","138.59","21.57M","0.59%"
"Mar 02, 2017","138.96","140.00","140.28","138.76","26.21M","-0.59%"
"Mar 01, 2017","139.79","137.89","140.15","137.59","36.41M","2.04%"
"Feb 28, 2017","136.99","137.08","137.44","136.70","23.48M","0.04%"
"Feb 27, 2017","136.93","137.14","137.44","136.28","20.26M","0.20%"
"Feb 24, 2017","136.66","135.91","136.66","135.28","21.78M","0.10%"
"Feb 23, 2017","136.53","137.38","137.48","136.30","20.79M","-0.42%"
"Feb 22, 2017","137.11","136.43","137.12","136.11","20.84M","0.30%"
"Feb 21, 2017","136.70","136.23","136.75","135.98","24.51M","0.72%"
"Feb 17, 2017","135.72","135.10","135.83","135.10","22.20M","0.28%"
"Feb 16, 2017","135.34","135.67","135.90","134.84","22.58M","-0.13%"
"Feb 15, 2017","135.51","135.52","136.27","134.62","35.62M","0.36%"
"Feb 14, 2017","135.02","133.47","135.09","133.25","33.23M","1.30%"
"Feb 13, 2017","133.29","133.08","133.82","132.75","23.04M","0.89%"
"Feb 10, 2017","132.12","132.46","132.94","132.05","20.07M","-0.23%"
"Feb 09, 2017","132.42","131.65","132.44","131.12","28.35M","0.29%"
"Feb 08, 2017","132.04","131.35","132.22","131.22","23.00M","0.39%"
"Feb 07, 2017","131.53","130.54","132.09","130.45","38.18M","0.95%"
"Feb 06, 2017","130.29","129.13","130.50","128.90","26.85M","0.94%"
"Feb 03, 2017","129.08","128.31","129.19","128.16","24.51M","0.43%"
"Feb 02, 2017","128.53","127.97","129.39","127.78","33.71M","-0.17%"
"Feb 01, 2017","128.75","127.03","130.49","127.01","111.99M","6.10%"
"Jan 31, 2017","121.35","121.15","121.39","120.62","49.20M","-0.23%"
"Jan 30, 2017","121.63","120.93","121.63","120.66","30.38M","-0.26%"
"Jan 27, 2017","121.95","122.14","122.35","121.60","20.56M","0.01%"
"Jan 26, 2017","121.94","121.67","122.44","121.60","26.34M","0.05%"
"Jan 25, 2017","121.88","120.42","122.10","120.28","32.59M","1.59%"
"Jan 24, 2017","119.97","119.55","120.10","119.50","23.21M","-0.09%"
"Jan 23, 2017","120.08","120.00","120.81","119.77","22.05M","0.07%"
"Jan 20, 2017","120.00","120.45","120.45","119.73","32.60M","0.18%"
"Jan 19, 2017","119.78","119.40","120.09","119.37","25.60M","-0.18%"
"Jan 18, 2017","119.99","120.00","120.50","119.71","23.71M","-0.01%"
"Jan 17, 2017","120.00","118.34","120.24","118.22","34.44M","0.81%"
"Jan 13, 2017","119.04","119.11","119.62","118.81","26.11M","-0.18%"
"Jan 12, 2017","119.25","118.89","119.30","118.21","27.09M","-0.42%"
"Jan 11, 2017","119.75","118.74","119.93","118.60","27.59M","0.54%"
"Jan 10, 2017","119.11","118.77","119.38","118.30","24.46M","0.10%"
"Jan 09, 2017","118.99","117.95","119.43","117.94","33.56M","0.92%"
"Jan 06, 2017","117.91","116.78","118.16","116.47","31.75M","1.11%"
"Jan 05, 2017","116.61","115.92","116.86","115.81","22.19M","0.51%"
"Jan 04, 2017","116.02","115.85","116.51","115.75","21.12M","-0.11%"
"Jan 03, 2017","116.15","115.80","116.33","114.76","28.78M","0.28%"
"Dec 30, 2016","115.82","116.65","117.20","115.43","30.59M","-0.78%"
"Dec 29, 2016","116.73","116.45","117.11","116.40","15.04M","-0.03%"
"Dec 28, 2016","116.76","117.52","118.02","116.20","20.91M","-0.43%"
"Dec 27, 2016","117.26","116.52","117.80","116.49","18.30M","0.64%"
"Dec 23, 2016","116.52","115.59","116.52","115.59","14.25M","0.20%"
"Dec 22, 2016","116.29","116.35","116.51","115.64","26.09M","-0.66%"
"Dec 21, 2016","117.06","116.80","117.40","116.78","23.78M","0.09%"
"Dec 20, 2016","116.95","116.74","117.50","116.68","21.42M","0.27%"
"Dec 19, 2016","116.64","115.80","117.38","115.75","27.78M","0.58%"
"Dec 16, 2016","115.97","116.47","116.50","115.64","44.35M","0.13%"
"Dec 15, 2016","115.82","115.38","116.73","115.23","46.52M","0.55%"
"Dec 14, 2016","115.19","115.04","116.20","114.98","34.03M","0.00%"
"Dec 13, 2016","115.19","113.84","115.92","113.75","43.73M","1.67%"
"Dec 12, 2016","113.30","113.29","115.00","112.49","26.37M","-0.57%"
"Dec 09, 2016","113.95","112.31","114.70","112.31","34.40M","1.63%"
"Dec 08, 2016","112.12","110.86","112.43","110.60","27.07M","0.98%"
"Dec 07, 2016","111.03","109.26","111.19","109.16","30.00M","0.98%"
"Dec 06, 2016","109.95","109.50","110.36","109.19","26.20M","0.77%"
"Dec 05, 2016","109.11","110.00","110.03","108.25","34.32M","-0.72%"
"Dec 02, 2016","109.90","109.17","110.09","108.85","26.53M","0.37%"
"Dec 01, 2016","109.49","110.36","110.94","109.03","37.09M","-0.93%"
"Nov 30, 2016","110.52","111.60","112.20","110.27","36.16M","-0.84%"
"Nov 29, 2016","111.46","110.78","112.03","110.07","28.53M","-0.10%"
"Nov 28, 2016","111.57","111.43","112.47","111.39","27.19M","-0.20%"
"Nov 25, 2016","111.79","111.13","111.87","110.95","11.48M","0.50%"
"Nov 23, 2016","111.23","111.36","111.51","110.33","27.43M","-0.51%"
"Nov 22, 2016","111.80","111.95","112.42","111.40","25.97M","0.06%"
"Nov 21, 2016","111.73","110.12","111.99","110.01","29.26M","1.52%"
"Nov 18, 2016","110.06","109.72","110.54","109.66","28.43M","0.10%"
"Nov 17, 2016","109.95","109.81","110.35","108.83","27.63M","-0.04%"
"Nov 16, 2016","109.99","106.70","110.23","106.60","58.84M","2.69%"
"Nov 15, 2016","107.11","106.57","107.68","106.16","32.26M","1.32%"
"Nov 14, 2016","105.71","107.71","107.81","104.08","51.18M","-2.51%"
"Nov 11, 2016","108.43","107.12","108.87","106.55","34.14M","0.59%"
"Nov 10, 2016","107.79","111.09","111.09","105.83","57.13M","-2.79%"
"Nov 09, 2016","110.88","109.88","111.32","108.05","59.18M","-0.16%"
"Nov 08, 2016","111.06","110.31","111.72","109.70","24.25M","0.59%"
"Nov 07, 2016","110.41","110.08","110.51","109.46","32.56M","1.44%"
"Nov 04, 2016","108.84","108.53","110.25","108.11","30.84M","-0.90%"
"Nov 03, 2016","109.83","110.98","111.46","109.55","26.93M","-1.58%"
"Nov 02, 2016","111.59","111.40","112.35","111.23","28.33M","0.09%"
"Nov 01, 2016","111.49","113.46","113.77","110.53","43.83M","-1.81%"
"Oct 31, 2016","113.54","113.65","114.23","113.20","26.42M","-0.16%"
"Oct 28, 2016","113.72","113.87","115.21","113.45","37.86M","-0.66%"
"Oct 27, 2016","114.48","115.39","115.86","114.10","34.56M","-0.96%"
"Oct 26, 2016","115.59","114.31","115.70","113.31","66.13M","-2.25%"
"Oct 25, 2016","118.25","117.95","118.36","117.31","48.13M","0.51%"
"Oct 24, 2016","117.65","117.10","117.74","117.00","23.54M","0.90%"
"Oct 21, 2016","116.60","116.81","116.91","116.28","23.19M","-0.39%"
"Oct 20, 2016","117.06","116.86","117.38","116.33","24.13M","-0.05%"
"Oct 19, 2016","117.12","117.25","117.76","113.80","20.03M","-0.30%"
"Oct 18, 2016","117.47","118.18","118.21","117.45","24.55M","-0.07%"
"Oct 17, 2016","117.55","117.33","117.84","116.78","23.62M","-0.07%"
"Oct 14, 2016","117.63","117.88","118.17","117.13","35.65M","0.56%"
"Oct 13, 2016","116.98","116.79","117.44","115.72","35.19M","-0.31%"
"Oct 12, 2016","117.34","117.35","117.98","116.75","37.59M","0.89%"
"Oct 11, 2016","116.30","117.70","118.69","116.20","64.04M","0.22%"
"Oct 10, 2016","116.05","115.02","116.75","114.72","36.24M","1.74%"
"Oct 07, 2016","114.06","114.31","114.56","113.51","24.36M","0.15%"
"Oct 06, 2016","113.89","113.70","114.34","113.13","28.78M","0.74%"
"Oct 05, 2016","113.05","113.40","113.66","112.69","21.45M","0.04%"
"Oct 04, 2016","113.00","113.06","114.31","112.63","29.74M","0.43%"
"Oct 03, 2016","112.52","112.71","113.05","112.28","21.70M","-0.47%"
"Sep 30, 2016","113.05","112.46","113.37","111.80","36.38M","0.78%"
"Sep 29, 2016","112.18","113.16","113.80","111.80","35.89M","-1.55%"
"Sep 28, 2016","113.95","113.69","114.64","113.43","29.64M","0.76%"
"Sep 27, 2016","113.09","113.00","113.18","112.34","24.61M","0.19%"
"Sep 26, 2016","112.88","111.64","113.39","111.55","29.87M","0.15%"
"Sep 23, 2016","112.71","114.42","114.79","111.55","52.48M","-1.67%"
"Sep 22, 2016","114.62","114.35","114.94","114.00","31.07M","0.94%"
"Sep 21, 2016","113.55","113.85","113.99","112.44","36.00M","-0.02%"
"Sep 20, 2016","113.57","113.05","114.12","112.51","34.51M","-0.01%"
"Sep 19, 2016","113.58","115.19","116.18","113.25","47.02M","-1.17%"
"Sep 16, 2016","114.92","115.12","116.13","114.04","79.89M","-0.56%"
"Sep 15, 2016","115.57","113.86","115.73","113.49","90.61M","3.40%"
"Sep 14, 2016","111.77","108.73","113.03","108.60","112.34M","3.54%"
"Sep 13, 2016","107.95","107.51","108.79","107.24","62.18M","2.38%"
"Sep 12, 2016","105.44","102.65","105.72","102.53","45.29M","2.24%"
"Sep 09, 2016","103.13","104.64","105.72","103.13","46.56M","-2.26%"
"Sep 08, 2016","105.52","107.25","107.27","105.24","53.00M","-2.62%"
"Sep 07, 2016","108.36","107.83","108.76","107.07","42.36M","0.61%"
"Sep 06, 2016","107.70","107.90","108.30","107.51","26.88M","-0.03%"
"Sep 02, 2016","107.73","107.70","108.00","106.82","26.80M","0.94%"
"Sep 01, 2016","106.73","106.14","106.80","105.62","26.70M","0.59%"
"Aug 31, 2016","106.10","105.66","106.57","105.64","29.66M","0.09%"
"Aug 30, 2016","106.00","105.80","106.50","105.50","24.86M","-0.77%"
"Aug 29, 2016","106.82","106.62","107.44","106.29","24.97M","-0.11%"
"Aug 26, 2016","106.94","107.41","107.95","106.31","27.77M","-0.59%"
"Aug 25, 2016","107.57","107.39","107.88","106.68","25.09M","-0.43%"
"Aug 24, 2016","108.03","108.56","108.75","107.68","23.68M","-0.75%"
"Aug 23, 2016","108.85","108.59","109.32","108.53","21.26M","0.31%"
"Aug 22, 2016","108.51","108.86","109.10","107.85","25.82M","-0.78%"
"Aug 19, 2016","109.36","108.77","109.69","108.36","25.37M","0.26%"
"Aug 18, 2016","109.08","109.23","109.60","109.02","21.98M","-0.13%"
"Aug 17, 2016","109.22","109.10","109.37","108.34","25.36M","-0.15%"
"Aug 16, 2016","109.38","109.63","110.23","109.21","33.79M","-0.09%"
"Aug 15, 2016","109.48","108.14","109.54","108.08","25.87M","1.20%"
"Aug 12, 2016","108.18","107.78","108.44","107.78","18.66M","0.23%"
"Aug 11, 2016","107.93","108.52","108.93","107.85","27.48M","-0.06%"
"Aug 10, 2016","108.00","108.71","108.90","107.76","24.01M","-0.74%"
"Aug 09, 2016","108.81","108.23","108.94","108.01","26.32M","0.41%"
"Aug 08, 2016","108.37","107.52","108.37","107.16","28.04M","0.83%"
"Aug 05, 2016","107.48","106.27","107.65","106.18","40.55M","1.52%"
"Aug 04, 2016","105.87","105.58","106.00","105.28","27.41M","0.08%"
"Aug 03, 2016","105.79","104.81","105.84","104.77","30.20M","1.25%"
"Aug 02, 2016","104.48","106.05","106.07","104.00","33.82M","-1.48%"
"Aug 01, 2016","106.05","104.41","106.15","104.41","38.17M","1.77%"
"Jul 29, 2016","104.21","104.19","104.55","103.68","27.73M","-0.12%"
"Jul 28, 2016","104.34","102.83","104.45","102.82","39.87M","1.35%"
"Jul 27, 2016","102.95","104.27","104.35","102.75","92.34M","6.50%"
"Jul 26, 2016","96.67","96.82","97.97","96.42","56.24M","-0.69%"
"Jul 25, 2016","97.34","98.25","98.84","96.92","40.38M","-1.34%"
"Jul 22, 2016","98.66","99.26","99.30","98.31","28.31M","-0.77%"
"Jul 21, 2016","99.43","99.83","101.00","99.13","32.70M","-0.53%"
"Jul 20, 2016","99.96","100.00","100.46","99.73","26.28M","0.09%"
"Jul 19, 2016","99.87","99.56","100.00","99.34","23.78M","0.04%"
"Jul 18, 2016","99.83","98.70","100.13","98.60","36.49M","1.06%"
"Jul 15, 2016","98.78","98.92","99.30","98.50","30.14M","-0.01%"
"Jul 14, 2016","98.79","97.39","98.99","97.32","38.92M","1.98%"
"Jul 13, 2016","96.87","97.41","97.67","96.84","25.89M","-0.56%"
"Jul 12, 2016","97.42","97.17","97.70","97.12","24.17M","0.45%"
"Jul 11, 2016","96.98","96.75","97.65","96.73","23.79M","0.31%"
"Jul 08, 2016","96.68","96.49","96.89","96.05","28.91M","0.77%"
"Jul 07, 2016","95.94","95.70","96.50","95.62","25.14M","0.43%"
"Jul 06, 2016","95.53","94.60","95.66","94.37","30.95M","0.57%"
"Jul 05, 2016","94.99","95.39","95.40","94.46","27.71M","-0.94%"
"Jul 01, 2016","95.89","95.49","96.47","95.33","26.03M","0.30%"
"Jun 30, 2016","95.60","94.44","95.77","94.30","35.84M","1.27%"
"Jun 29, 2016","94.40","93.97","94.55","93.63","36.53M","0.87%"
"Jun 28, 2016","93.59","92.90","93.66","92.14","40.44M","1.68%"
"Jun 27, 2016","92.04","93.00","93.05","91.50","46.62M","-1.46%"
"Jun 24, 2016","93.40","92.91","94.66","92.65","75.31M","-2.81%"
"Jun 23, 2016","96.10","95.94","96.29","95.25","32.24M","0.58%"
"Jun 22, 2016","95.55","96.25","96.89","95.35","29.22M","-0.38%"
"Jun 21, 2016","95.91","94.94","96.35","94.68","35.55M","0.85%"
"Jun 20, 2016","95.10","96.00","96.57","95.03","34.41M","-0.24%"
"Jun 17, 2016","95.33","96.62","96.65","95.30","61.01M","-2.28%"
"Jun 16, 2016","97.55","96.45","97.75","96.07","31.33M","0.42%"
"Jun 15, 2016","97.14","97.82","98.41","97.03","29.45M","-0.33%"
"Jun 14, 2016","97.46","97.32","98.47","96.75","31.93M","0.12%"
"Jun 13, 2016","97.34","98.69","99.12","97.10","38.02M","-1.51%"
"Jun 10, 2016","98.83","98.53","99.35","98.48","31.71M","-0.82%"
"Jun 09, 2016","99.65","98.50","99.99","98.46","26.60M","0.72%"
"Jun 08, 2016","98.94","99.02","99.56","98.68","20.85M","-0.09%"
"Jun 07, 2016","99.03","99.25","99.87","98.96","22.41M","0.41%"
"Jun 06, 2016","98.63","97.99","101.89","97.55","23.29M","0.73%"
"Jun 03, 2016","97.92","97.79","98.27","97.45","28.50M","0.20%"
"Jun 02, 2016","97.72","97.60","97.84","96.63","40.19M","-0.75%"
"Jun 01, 2016","98.46","99.02","99.54","98.33","29.17M","-1.40%"
"May 31, 2016","99.86","99.60","100.40","98.82","42.31M","-0.49%"
"May 27, 2016","100.35","99.44","100.47","99.25","36.34M","-0.06%"
"May 26, 2016","100.41","99.68","100.73","98.64","56.33M","0.79%"
"May 25, 2016","99.62","98.67","99.74","98.11","38.64M","1.76%"
"May 24, 2016","97.90","97.22","98.09","96.84","35.14M","1.52%"
"May 23, 2016","96.43","95.87","97.19","95.67","38.02M","1.27%"
"May 20, 2016","95.22","94.64","95.43","94.52","32.03M","1.08%"
"May 19, 2016","94.20","94.64","94.64","93.57","30.44M","-0.38%"
"May 18, 2016","94.56","94.16","95.21","93.89","42.06M","1.14%"
"May 17, 2016","93.49","94.55","94.70","93.01","46.92M","-0.42%"
"May 16, 2016","93.88","92.39","94.39","91.65","61.26M","3.71%"
"May 13, 2016","90.52","90.00","91.67","90.00","44.39M","0.20%"
"May 12, 2016","90.34","92.72","92.78","89.47","76.31M","-2.35%"
"May 11, 2016","92.51","93.48","93.57","92.46","28.72M","-0.97%"
"May 10, 2016","93.42","93.33","93.57","92.11","33.69M","0.68%"
"May 09, 2016","92.79","93.00","93.77","92.59","32.94M","0.08%"
"May 06, 2016","92.72","93.37","93.45","91.85","43.70M","-0.56%"
"May 05, 2016","93.24","94.00","94.07","92.68","35.89M","-1.01%"
"May 04, 2016","94.19","95.20","95.90","93.82","41.03M","-1.04%"
"May 03, 2016","95.18","94.20","95.74","93.68","56.83M","1.64%"
"May 02, 2016","93.64","93.97","94.08","92.40","48.16M","-0.11%"
"Apr 29, 2016","93.74","93.99","94.72","92.51","68.53M","-1.15%"
"Apr 28, 2016","94.83","97.61","97.88","94.25","82.24M","-3.06%"
"Apr 27, 2016","97.82","96.00","98.71","95.68","114.60M","-6.26%"
"Apr 26, 2016","104.35","103.91","105.30","103.91","56.02M","-0.69%"
"Apr 25, 2016","105.08","105.00","105.65","104.51","28.03M","-0.57%"
"Apr 22, 2016","105.68","105.01","106.48","104.62","33.68M","-0.27%"
"Apr 21, 2016","105.97","106.93","106.93","105.52","31.55M","-1.08%"
"Apr 20, 2016","107.13","106.64","108.09","106.06","30.61M","0.21%"
"Apr 19, 2016","106.91","107.88","108.00","106.23","32.38M","-0.53%"
"Apr 18, 2016","107.48","108.89","108.95","106.94","60.82M","-2.16%"
"Apr 15, 2016","109.85","112.11","112.30","109.73","46.94M","-2.01%"
"Apr 14, 2016","112.10","111.62","112.39","111.33","25.47M","0.05%"
"Apr 13, 2016","112.04","110.80","112.34","110.80","33.26M","1.45%"
"Apr 12, 2016","110.44","109.34","110.50","108.66","27.23M","1.30%"
"Apr 11, 2016","109.02","108.97","110.61","108.83","29.41M","0.33%"
"Apr 08, 2016","108.66","108.91","109.77","108.17","23.58M","0.11%"
"Apr 07, 2016","108.54","109.95","110.42","108.12","31.80M","-2.18%"
"Apr 06, 2016","110.96","110.23","110.98","109.20","26.40M","1.05%"
"Apr 05, 2016","109.81","109.51","110.73","109.42","26.58M","-1.18%"
"Apr 04, 2016","111.12","110.42","112.19","110.27","37.36M","1.03%"
"Apr 01, 2016","109.99","108.78","110.00","108.20","25.87M","0.92%"
"Mar 31, 2016","108.99","109.72","109.90","108.88","25.89M","-0.52%"
"Mar 30, 2016","109.56","108.65","110.42","108.60","45.60M","1.75%"
"Mar 29, 2016","107.68","104.89","107.79","104.88","31.19M","2.37%"
"Mar 28, 2016","105.19","106.00","106.19","105.06","19.41M","-0.45%"
"Mar 24, 2016","105.67","105.47","106.25","104.89","26.13M","-0.43%"
"Mar 23, 2016","106.13","106.48","107.07","105.90","25.70M","-0.55%"
"Mar 22, 2016","106.72","105.25","107.29","105.21","32.44M","0.76%"
"Mar 21, 2016","105.91","105.93","107.65","105.14","35.50M","-0.01%"
"Mar 18, 2016","105.92","106.34","106.50","105.19","44.21M","0.11%"
"Mar 17, 2016","105.80","105.52","106.47","104.96","34.42M","-0.16%"
"Mar 16, 2016","105.97","104.61","106.31","104.59","38.30M","1.33%"
"Mar 15, 2016","104.58","103.96","105.18","103.85","40.07M","2.01%"
"Mar 14, 2016","102.52","101.91","102.91","101.78","25.08M","0.25%"
"Mar 11, 2016","102.26","102.24","102.28","101.50","27.41M","1.08%"
"Mar 10, 2016","101.17","101.41","102.24","100.15","33.51M","0.05%"
"Mar 09, 2016","101.12","101.31","101.58","100.27","27.20M","0.09%"
"Mar 08, 2016","101.03","100.78","101.76","100.40","31.56M","-0.82%"
"Mar 07, 2016","101.87","102.39","102.83","100.96","35.92M","-1.11%"
"Mar 04, 2016","103.01","102.37","103.75","101.37","46.06M","1.49%"
"Mar 03, 2016","101.50","100.58","101.71","100.45","36.96M","0.74%"
"Mar 02, 2016","100.75","100.51","100.89","99.64","33.17M","0.22%"
"Mar 01, 2016","100.53","97.65","100.77","97.42","50.41M","3.97%"
"Feb 29, 2016","96.69","96.86","98.23","96.65","35.22M","-0.27%"
"Feb 27, 2016","96.95","96.95","96.95","96.95","-","0.04%"
"Feb 26, 2016","96.91","97.20","98.02","96.58","28.99M","0.16%"
"Feb 25, 2016","96.76","96.05","96.76","95.25","27.58M","0.69%"
"Feb 24, 2016","96.10","93.98","96.38","93.32","36.26M","1.49%"
"Feb 23, 2016","94.69","96.40","96.50","94.55","31.94M","-2.26%"
"Feb 22, 2016","96.88","96.31","96.90","95.92","34.28M","0.87%"
"Feb 19, 2016","96.04","96.00","96.76","95.80","35.37M","-0.23%"
"Feb 18, 2016","96.26","98.84","98.89","96.09","39.02M","-1.90%"
"Feb 17, 2016","98.12","96.67","98.21","96.15","44.86M","1.53%"
"Feb 16, 2016","96.64","95.02","96.85","94.61","49.06M","2.82%"
"Feb 12, 2016","93.99","94.19","94.50","93.01","40.35M","0.31%"
"Feb 11, 2016","93.70","93.79","94.72","92.59","50.07M","-0.60%"
"Feb 10, 2016","94.27","95.92","96.35","94.10","42.34M","-0.76%"
"Feb 09, 2016","94.99","94.29","95.94","93.93","44.33M","-0.02%"
"Feb 08, 2016","95.01","93.13","95.70","93.04","54.02M","1.05%"
"Feb 05, 2016","94.02","96.52","96.92","93.69","46.42M","-2.67%"
"Feb 04, 2016","96.60","95.86","97.33","95.19","46.47M","0.26%"
"Feb 03, 2016","96.35","95.00","96.84","94.08","45.96M","1.98%"
"Feb 02, 2016","94.48","95.42","96.04","94.28","37.36M","-2.02%"
"Feb 01, 2016","96.43","96.47","96.71","95.40","40.94M","-0.93%"
"Jan 29, 2016","97.34","94.79","97.34","94.35","64.42M","3.45%"
"Jan 28, 2016","94.09","93.79","94.52","92.39","55.68M","0.72%"
"Jan 27, 2016","93.42","96.04","96.63","93.34","133.37M","-6.57%"
"Jan 26, 2016","99.99","99.93","100.88","98.07","75.08M","0.55%"
"Jan 25, 2016","99.44","101.52","101.53","99.21","51.79M","-1.95%"
"Jan 22, 2016","101.42","98.63","101.46","98.37","65.80M","5.32%"
"Jan 21, 2016","96.30","97.06","97.88","94.94","52.16M","-0.51%"
"Jan 20, 2016","96.79","95.10","98.19","93.42","72.33M","0.13%"
"Jan 19, 2016","96.66","98.41","98.65","95.50","53.09M","-0.48%"
"Jan 15, 2016","97.13","96.20","97.71","95.36","79.83M","-2.40%"
"Jan 14, 2016","99.52","97.96","100.48","95.74","63.17M","2.19%"
"Jan 13, 2016","97.39","100.32","101.19","97.30","62.44M","-2.57%"
"Jan 12, 2016","99.96","100.55","100.69","98.84","49.15M","1.45%"
"Jan 11, 2016","98.53","98.97","99.06","97.34","49.74M","1.62%"
